CODIGO,DEPARTAMENTO,PROVINCIA,ATM,ANIO,SEMESTRE,ALCALDE,CCPP_TOTAL,CCPP_SERV,CCPP_SIST_AGUA,CCPP_SIST_NCONV,CCPP_SIST_CONV,CCPP_ABAST_CCPP,CCPP_HAB_01,CCPP_HAB_02,CCPP_HAB_03,CCPP_MICROMED,ATM_GESTION,UNIDAD_ORGANICA,MONTO_POI,PRESTADOR_CUOTA,PRESTADOR_CUOTA_INCREM,PRESTADOR_CUOTA_SUNASS
CUE-06435,APURIMAC,COTABAMBAS,MARA,2022,SEM-I,WLLINTON ISAAC GUZMAN ALARCON,59,59,59,0,59,2,0,0,0,0,SI,ODEL Y MEDIO AMBIENTE,124.64,50,10,0
CUE-06436,PASCO,DANIEL ALCIDES CARRION,PAUCAR,2022,SEM-I,WALTER ROLANDO JESUS TOLENTINO,55,7,7,0,7,0,0,0,0,0,SI,GERENCIA DE GESTIÓN AMBIENTAL Y SERVICIOS PÚBLICOS,16090.00,4,0,1
CUE-06437,APURIMAC,CHINCHEROS,URANMARCA,2022,SEM-I,PERCY ALFREDO ZARABIA OSCCO,27,10,9,0,0,4,0,0,0,0,SI,sub Gerencia de Medio ambiente,27082.00,10,0,0
CUE-06438,LORETO,MAYNAS,PUNCHANA,2022,SEM-I,Sadith Dávila Solsol,52,3,3,0,3,0,2,2,0,0,SI,Gerencia de Desarrollo Urbano,0.00,3,0,0
CUE-06439,PIURA,HUANCABAMBA,HUARMACA,2022,SEM-I,OVILDORO LARA TINEO,318,211,211,0,211,0,1,1,0,0,SI,GERENCIA DE SERVICIOS PUBLICOS LOCALES,498727.00,211,50,95
CUE-06440,PUNO,MELGAR,MACARI,2022,SEM-I,Zenon Tintaya Aguliar,158,21,21,0,20,0,1,1,0,3,SI,Sub Gerencia de Medio Ambiente,65230.00,23,23,23
CUE-06441,JUNIN,CHUPACA,SAN JUAN DE ISCOS,2022,SEM-I,ANCELMO HUATUCO DE LA CRUZ,11,7,8,1,7,7,0,0,0,0,SI,SUB GERENCIA DE OBRAS Y AMBIENTE,15000.00,2,0,0
CUE-06442,JUNIN,CONCEPCION,MARISCAL CASTILLA,2022,SEM-I,Lily Leopoldo Valero Meza,16,8,5,3,0,3,0,0,0,0,SI,SUB GERENCIA DE OBRAS DESARROLLO URBANO Y RURAL,11400.00,1,0,0
CUE-06443,ANCASH,PALLASCA,PAMPAS,2022,SEM-I,ALCIVIADES BERMUDEZ ROSALES,61,22,2,5,21,1,61,22,1,0,SI,Gerencia de Infraestructura Desarrollo Urbano y Rural (GIDUR),0.00,2,0,0
CUE-06444,PUNO,CARABAYA,COASA,2022,SEM-I,HUGO LINO FARFAN MAMANI,108,11,11,0,11,0,1,1,0,0,SI,MEDIO AMBIENTE,43000.00,8,6,0
CUE-06445,APURIMAC,CHINCHEROS,ANCO-HUALLO,2022,SEM-I,HELI EDMUNDO CACERES GUTIERREZ,13,13,13,,,1,0,0,0,0,SI,sub gerencia de servicios públicos,92117.00,14,2.5,14
CUE-06446,JUNIN,YAULI,CHACAPALPA,2022,SEM-I,PETER ZENON FLORES FIERRO,346,275,5,341,5,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO URBANO Y CATASTRO,20000.00,2,0,0
CUE-06447,LIMA,CAJATAMBO,GORGOR,2022,SEM-I,HUGO DIAZ ORTEGA,12,12,10,10,1,2,0,0,0,1,SI,GERENCIA DE INFRAESTRUCTURA DESARROLLO URBANO Y RURAL,17000.00,6,1,0
CUE-06448,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,2022,SEM-I,ROY ELIAS MAMANI BARRIGA,10,10,7,4,7,0,1,1,0,0,SI,MEDIO AMBIENTE,79356.00,0,0,0
CUE-06449,CUSCO,CALCA,TARAY,2022,SEM-I,WILBERT MIGUEL DELGADO GARSPAR,12,12,12,0,0,1,0,0,0,1,SI,SUB GERENCIA DE DESARROLLO SOCIAL,52570.00,12,10,10
CUE-06450,APURIMAC,AYMARAES,POCOHUANCA,2022,SEM-I,HERMETANIO CHALLQUE ANCCO,23,6,6,6,0,0,0,0,0,0,SI,GERENCIA DE LA MUNICIPALIDAD,14787.00,6,1,1
CUE-06451,AREQUIPA,LA UNION,TOMEPAMPA,2022,SEM-I,FRANCISCO PAUL HINOJOSA  SOLIS,13,4,4,0,4,1,0,0,0,0,SI,MUNICIPALIDAD,7050.00,4,0,0
CUE-06452,AREQUIPA,AREQUIPA,SABANDIA,2022,SEM-I,VIDAL GONZALO GALLEGOS PINTO,15,11,15,4,11,0,0,0,0,1,SI,GERENCIA DE SERVICIOS A LA COMUNIDAD Y GESTIÓN AMBIENTAL,46740.25,1,0,1
CUE-06453,JUNIN,CHANCHAMAYO,PERENE,2022,SEM-I,HERMENEGILDO NAVARRO CASTRO,186,98,98,0,98,1,2,2,0,2,SI,GERENCIA MUNICIPAL,100000.00,76,0,14
CUE-06454,APURIMAC,ANDAHUAYLAS,PACUCHA,2022,SEM-I,HAINOR LUIS NAVARRO HUAMAN,35,35,35,0,35,0,0,0,0,0,SI,Sub Gerencia de Servicios Públicos Municipales,100000.00,35,1,1
CUE-06455,PASCO,PASCO,NINACACA,2022,SEM-I,CESAR LOPEZ HUERE,6,4,4,0,0,0,0,0,0,0,SI,MEDIO AMBIENTE,40000.00,1,0,0
CUE-06456,LIMA,OYON,ANDAJES,2022,SEM-I,OTTMAR RUFINO CONEJO CHAVARRIA,27,3,3,0,3,3,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONOMICO Y GESTION DEL MEDIO AMBIENTE,573.00,0,0,0
CUE-06457,ANCASH,HUARMEY,CULEBRAS,2022,SEM-I,Juan Arnaldo Garcia Moscoso,20,7,7,,0,0,0,0,0,0,SI,Municipalidad Distrital de Culebras,94223.20,7,7,0
CUE-06458,HUANUCO,YAROWILCA,OBAS,2022,SEM-I,DARWIN EUSTORGIO ABAD CASIMIRO,145,21,21,2,19,0,0,0,0,0,SI,SUB GERENCIA DE INFRAESTRUCTURA Y DESARROLLO TERRITORIAL,31500.00,10,,0
CUE-06459,JUNIN,JAUJA,RICRAN,2022,SEM-I,CRISTOBAL PAUCAR INGAROCA,52,5,5,0,5,0,0,0,0,0,SI,SUB GERENCIA DE INVERSIONES PÚBLICAS Y DESARROLLO URBANO Y RURAL,15000.00,5,1,0
CUE-06460,LIMA,HUARAL,HUARAL,2022,SEM-I,JAIME CIRILO URIBE OCHOA,75,22,12,1,16,5,4,3,0,3,SI,GERENCIA DE DESARROLLO SOCIAL Y PARTICIPACIÓN CIUDADANA,40.00,12,0,0
CUE-06461,HUANCAVELICA,HUANCAVELICA,YAULI,2022,SEM-I,SILVESTRE SOTO OLARTE,116,70,70,0,0,4,1,1,0,0,SI,GERENCIA DE DESARROLLO ECONÓMICO Y SERVICIO A LA CIUDADANÍA,170000.00,0,0,0
CUE-06462,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,2022,SEM-I,ARMANDO FROILAN ROMERO TORRES,8,7,7,0,7,0,0,0,0,0,SI,DESARROLLO ECONOMICO SOCIAL,0.00,0,0,0
CUE-06463,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,2022,SEM-I,TIMOTEO SULLCAHUAMAN VALDIGLECIAS,39,39,24,0,12,12,0,0,0,0,SI,DIVICION DE DESARROLLO URBANO Y RUAL,145.00,12,10,2
CUE-06464,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,2022,SEM-I,JOSE AMERICO TORRES LOAYZA,7,6,6,0,6,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONOMICO LOCAL Y AMBIENTAL,62793.00,1,1,1
CUE-06466,ANCASH,HUARI,MASIN,2022,SEM-I,PABLO MALVACEDA ORTEGA,40,40,40,0,40,2,0,0,0,0,SI,GERENCIA DE DESARROLLO URBANO Y RURAL,89490.34,2,0,0
CUE-06467,ANCASH,BOLOGNESI,CAJACAY,2022,SEM-I,JUAN CASTILLO LUNA,6,6,6,0,6,0,0,0,0,0,SI,SUBGERENCIA DE INFRAESTRUCTURA,11250.00,5,0,0
CUE-06468,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,2022,SEM-I,PEDRO RIVER GOMERO ALVARADO,10,3,1,0,1,2,0,0,0,0,SI,desarrollo social,,0,0,0
CUE-06469,JUNIN,HUANCAYO,INGENIO,2022,SEM-I,MERWIN DE JESUS LEONARDO MEDINA AVILA,16,10,7,3,7,3,1,0,0,0,SI,SUBGERENCIA DE INFRAESTRUCTURA DE DESARROLLO URBANO Y RURAL,4030.50,5,2,2
CUE-06470,ANCASH,HUARI,HUARI,2022,SEM-I,LUIS ALBERTO SANCHEZ URBISAGAZTEGUI,51,40,36,0,36,4,1,1,0,0,SI,SUB GERENCIA DE COMERCIO Y SALUBRIDAD PUBLICA,351900.00,26,0,0
CUE-06471,ANCASH,CARHUAZ,SHILLA,2022,SEM-I,VIDAL ORLANDO COLLPA LEYVA,17,17,17,0,17,6,0,0,0,6,SI,GERENCIA DE SERVICIOS PUBLICOS,53474.00,2,0,1
CUE-06473,PUNO,CHUCUITO,CHUCUITO JULI,2022,SEM-I,JUSTO APAZA DELGADO,142,73,65,,,5,0,0,0,0,SI,SUB GERENCIA DE MEDIO AMBIENTE Y SERVICIOS,95200.00,37,0,0
CUE-06474,JUNIN,HUANCAYO,CHONGOS ALTO,2022,SEM-I,ROBERTO JUICA LOZANO,4,4,4,0,0,0,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONOMICO,21500.00,4,0,0
CUE-06475,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,2022,SEM-I,AGLIBERTO BUITRON MARTINEZ,28,28,28,28,8,5,0,0,0,0,SI,GERENCIA DE GESTIÓN AMBIENTAL,67620.00,18,4,0
CUE-06476,ANCASH,HUAYLAS,YURACMARCA,2022,SEM-I,MIGUEL ANGEL HUIZA PAULINO,33,17,6,0,6,11,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO URBANO RURAL,23720.00,1,0,0
CUE-06477,CUSCO,ANTA,CACHIMAYO,2022,SEM-I,ADRIAN NATIVIDAD CUSIHUAMAN MAÑACCASA,6,6,6,6,0,0,0,0,0,2,SI,SUB GERENCIA DE DESARROLLO SOCIAL Y MEDIO AMBIENTE,38400.00,4,4,2
CUE-06478,SAN MARTIN,PICOTA,TINGO DE PONASA,2022,SEM-I,CONSTANTINO VICTOR LEON SAAVEDRA,39,28,6,0,11,22,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO URBANO E INFRAESTRUCTURA,42934.00,5,0,1
CUE-06479,ANCASH,BOLOGNESI,COLQUIOC,2022,SEM-I,GUILLERMO CARLOS PARIASCA DEXTRE,7,7,5,0,5,2,0,0,0,0,SI,AREA DESARROLLO URBANO Y AMBIENTAL,0.00,1,0,0
CUE-06480,SAN MARTIN,TOCACHE,TOCACHE,2022,SEM-I,SISTER ESLEITER VALERA RAMIREZ,41,26,15,0,15,11,0,0,0,4,SI,SUB GERENCIA DE BOSQUES Y SERVICIOS ECOSISTEMICOS,300000.00,17,0,0
CUE-06481,APURIMAC,ANDAHUAYLAS,TALAVERA,2022,SEM-I,ABEL MANUEL SERNA HERRERA,62,62,62,60,2,0,0,0,0,1,SI,DEPARTAMENTO DE DESARROLLO AMBIENTAL DDA,46000.00,42,0,5
CUE-06482,ANCASH,RECUAY,MARCA,2022,SEM-I,Eneas Euripides Soto Gamarra,31,8,6,0,6,2,0,0,0,0,SI,"SUBGERENTE DE DESARROLLO ECONOMICO, SOCIAL, TURISMOYMEDIOAMBIENTE",29050.00,0,0,0
CUE-06483,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,2022,SEM-I,JULIO CESAR MUNDACA NUNURA,52,22,22,0,0,1,52,22,1,0,SI,SUB GERENCIA DE SERVICIOS PUBLICOS Y GESTION AMBIENTAL,215420.00,21,0,0
CUE-06485,JUNIN,SATIPO,PAMPA HERMOSA,2022,SEM-I,ROLANDO LAUREANO FIGUEROA,40,24,24,0,24,1,0,0,0,0,SI,SUG GERENCIA DE DESARROLLO ECONOMICO TURISMO Y MEDIO AMBIENTE,65000.00,18,0,18
CUE-06486,LIMA,HUAROCHIRI,SAN PEDRO DE LARAOS,2022,SEM-I,JOSE LUIS MICHUE PEREZ,28,1,1,0,1,0,0,0,0,0,NO,,,0,0,0
CUE-06487,LIMA,HUAROCHIRI,SAN JUAN DE IRIS,2022,SEM-I,MANUEL JESUS HUANCA LOZANO,5,1,1,0,1,0,0,0,0,0,NO,,,0,0,0
CUE-06488,SAN MARTIN,BELLAVISTA,ALTO BIAVO,2022,SEM-I,FRANCO WILIAN VILLEGAS MILIAM,47,4,2,3,2,2,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONOMICO Y GESTION AMBIENTAL,73200.00,1,0,1
CUE-06489,CUSCO,LA CONVENCION,PICHARI,2022,SEM-I,MAXIMO OREJON CABEZAS,93,69,69,0,69,5,2,2,0,5,SI,GERENCIA DE EDUCACION Y DESARROLLO SOCIAL,878595.00,42,5,28
CUE-06490,ANCASH,MARISCAL LUZURIAGA,LLAMA,2022,SEM-I,ROGELIO MARCIAL MELÉNDEZ MIRANDA,22,13,10,0,10,3,0,0,0,0,SI,INFRAESTRUCTURA Y DESARROLLO URBANO,55940.00,10,0,0
CUE-06491,PUNO,PUNO,PUNO,2022,SEM-I,MARTIN TICONA MAQUERA,215,14,14,0,14,2,3,3,2,3,SI,Sub Gerencia de Gestión Ambiental y Salud Publica,,0,0,0
CUE-06492,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,2022,SEM-I,David Escobar Flores,43,1,4,0,4,0,1,1,0,0,SI,Gerencia de Servicios Públicos y Gestión Ambiental,22000.00,1,0,0
CUE-06493,SAN MARTIN,MARISCAL CACERES,PACHIZA,2022,SEM-I,RUBEN SEGUNDO RUIZ WENINGER,17,6,6,11,11,1,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONOMICO Y GESTION AMBIENTAL,139000.00,6,0,0
CUE-06494,APURIMAC,ANTABAMBA,PACHACONAS,2022,SEM-I,Hermogenes Pacheco Villena,30,4,4,0,4,0,0,0,0,0,SI,Unidad de Saneamiento Ambiental y Servicios Públicos,31350.00,2,0,0
CUE-06495,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,2022,SEM-I,SILVINO MARCELINO BALTAZAR CAUSHI,16,15,13,0,13,2,0,0,0,0,SI,DEPARTAMENTO DE DESARROLLO ECONOMICO SOCIAL Y HUMANO,75700.00,13,0,0
CUE-06496,SAN MARTIN,LAMAS,ZAPATERO,2022,SEM-I,RENE RIOS RIOS,22,13,11,0,11,2,0,0,0,0,SI,GERENCIA DE INFRAESTRUCTURA,78450.00,11,2,0
CUE-06498,ANCASH,HUAYLAS,PAMPAROMAS,2022,SEM-I,GUILLERMO PROSPERO PALMADERA CHACHAS,89,89,64,4,85,0,0,0,0,0,SI,SUBGERENCIA DESERVICIOS PUBLICOS Y GESTION AMBIENTAL,177500.00,42,15,0
CUE-06499,ICA,CHINCHA,CHAVIN,2022,SEM-I,Richard Hendrich Solano de la Cruz,61,9,10,0,9,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,25000.00,0,0,0
CUE-06500,ANCASH,RECUAY,TICAPAMPA,2022,SEM-I,NESTOR ROBERTO TRUJILLO GAMARRA,36,14,12,0,12,2,0,0,0,0,SI,INFRAESTRUCTURA DESARROLLO URBANO Y RURAL,45200.00,11,0,0
CUE-06501,SAN MARTIN,MARISCAL CACERES,PAJARILLO,2022,SEM-I,JULIO CESAR MUNDACA CRUZ,22,10,7,0,7,1,0,0,0,1,SI,GERENCIA DE DESARROLLO ECONOMICO LOCAL Y MEDIO AMBIENTE,61400.00,6,0,0
CUE-06502,PIURA,PIURA,LA ARENA,2022,SEM-I,CARLOS ALBERTO YARLEQUE MASÍAS,25,25,9,0,9,16,6,6,1,0,SI,GERENCIA DE SERVICOS PUBLICOS LOCALES,2000.00,8,3,1
CUE-06504,JUNIN,YAULI,SUITUCANCHA,2022,SEM-I,Edson Gilmer Ramos Gallardo,1,1,1,0,1,0,0,0,0,0,SI,Sub Gerencia de Obras y Desarrollo Urbano Rural,,0,,0
CUE-06505,ICA,CHINCHA,SUNAMPE,2022,SEM-I,JOSE MIGUEL MATIAS ROJAS,5,1,1,0,1,4,0,0,0,0,NO,,,0,0,0
CUE-06506,ANCASH,HUARI,SAN MARCOS,2022,SEM-I,Christian John Palacios Laguna,62,62,62,0,62,18,1,1,0,0,SI,Gerencia de Desarrollo Social,850000.00,25,0,0
CUE-06507,JUNIN,JAUJA,CURICACA,2022,SEM-I,BALUIS ISLA LUNA,18,12,10,0,12,2,0,0,0,0,SI,UNIDAD DE GESTION DE INFRAESTRUCTURA Y DESARROLLO URBANO RURAL,23880.00,10,0,0
CUE-06508,JUNIN,JAUJA,ACOLLA,2022,SEM-I,Ivan Harlon Lavado Huatuco,19,18,17,1,17,0,1,1,0,0,SI,Sub Gerencia de Medio Ambiente,,7,0,0
CUE-06509,SAN MARTIN,LAMAS,RUMISAPA,2022,SEM-I,CARLOS ENRIQUE ALEGRIA ANGULO,6,6,6,0,6,3,0,0,0,0,SI,DIVISION DE DESARROLLO ECONOMICO Y MEDIO AMBIENTE,12500.00,5,0,0
CUE-06510,AMAZONAS,LUYA,LUYA,2022,SEM-I,NEWMAN EDGARD TUESTA AGUILAR,15,6,6,0,0,2,0,1,1,4,SI,SERVICIOS PUBLICOS,42.00,6,2,0
CUE-06511,ICA,ICA,TATE,2022,SEM-I,JOSE DEL TRANISTO ASCENCIO MENDOZA,11,11,2,0,2,9,1,1,0,0,NO,,,0,0,0
CUE-06512,AYACUCHO,LA MAR,ANCHIHUAY,2022,SEM-I,JUAN REMIGIO BORDA AVALOS,28,18,18,8,18,0,2,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS PUBLICOS,65526.00,19,0,0
CUE-06513,LIMA,HUAROCHIRI,CARAMPOMA,2022,SEM-I,LUCIO JULCA MATEO,30,30,2,28,2,0,0,0,0,0,NO,,,0,0,0
CUE-06514,CUSCO,ANTA,PUCYURA ,2022,SEM-I,TEOFILO APAZA PAREDES,28,28,15,0,15,0,1,1,0,0,SI,SUBGERENCIA DE DESARROLLO SOCIAL,128100.00,14,1,5
CUE-06515,AMAZONAS,BONGARA,CUISPES,2022,SEM-I,NEISER GALOC CAVA,25,8,4,0,4,4,0,0,0,0,SI,GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS PÚBLICOS MUNICIPAL,19800.00,3,0,4
CUE-06516,JUNIN,TARMA,TAPO,2022,SEM-I,TEODORO FELIPE SEDANO CALDERÓN,22,22,18,0,18,0,1,1,0,0,SI,Unidad Técnica Municipal de Agua y Saneamiento,29652.50,11,0,0
CUE-06517,JUNIN,SATIPO,SATIPO,2022,SEM-I,IVAN OLIVERA MEZA,128,40,40,3,40,11,2,2,0,0,SI,SUB GERENCIA DE GESTION DE LOS SERVICIOS DE AGUA Y SANEAMIENTO,117324.00,22,0,20
CUE-06518,AYACUCHO,HUAMANGA,TAMBILLO,2022,SEM-I,CARLOS ALFREDO CABRERA QUISPE,37,30,30,0,0,10,0,0,0,0,SI,GERENCIA DE SERVICIOS PUBLICOS Y MEDIO AMBIENTE,43650.00,30,0,0
CUE-06519,AYACUCHO,SUCRE,HUACANA,2022,SEM-I,Gilberto Bellido Galindo,24,4,2,22,2,0,0,0,0,2,SI,UNIDAD DE DESARROLLO SOCIAL Y SERVICIOS PUBLICOS,37500.00,2,0,0
CUE-06520,PUNO,SANDIA,CUYO CUYO,2022,SEM-I,UBALDO OCHOCHOQUE MAMANI,58,20,18,0,0,0,0,0,0,0,SI,SUB GERENCIA DE INFRAESTRUCTURA Y DESARROLLO LOCAL,68077.00,5,0,0
CUE-06521,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,2022,SEM-I,WILIAN ROJAS SALINAS,9,3,3,6,3,0,0,0,0,0,NO,,,0,0,0
CUE-06522,APURIMAC,GRAU,SAN ANTONIO,2022,SEM-I,Jaime Montesinos Huarcaya,12,1,1,0,1,0,0,0,0,0,SI,UNIDAD DE SERVICIOS PUBLICOS Y MEDIO AMBIENTE,5170.00,0,0,0
CUE-06523,AYACUCHO,HUAMANGA,ACOCRO,2022,SEM-I,FRANCISCO BADAJOS VEGA,44,33,33,0,33,20,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS PUBLICOS,98004.00,15,3,0
CUE-06524,LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,2022,SEM-I,VICENTE ARMANDO ROJAS CAPISTRANO,35,6,6,29,6,2,0,0,0,0,SI,GERENCIA DE DESARROLLO URBANO Y RURAL,41400.00,4,0,0
CUE-06526,LIMA,CAÑETE,NUEVO IMPERIAL,2022,SEM-I,ALEXANDER SALAS RIVERA,29,16,15,0,15,1,6,6,0,0,SI,UNIDAD DE ÁREA TECNICA MUNICIPAL,0.00,11,,0
CUE-06527,SAN MARTIN,PICOTA,PICOTA,2022,SEM-I,JUAN DEDICACIÓN TOCTO PILCO,28,7,2,0,2,1,1,1,0,1,SI,GERENCIA DE GESTIÓN AMBIENTAL SERVICIOS MUNICIPALES Y DESARROLLO ECONÓMICO LOCAL,27200.00,1,0,0
CUE-06528,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,2022,SEM-I,HECTOR DIAZ AÑASCO,8,7,8,0,7,1,0,0,0,0,SI,,10000.00,0,0,0
CUE-06529,PUNO,MELGAR,ORURILLO,2022,SEM-I,ALAIN YORKMAN MENDIZABAL GUTIERREZ,161,88,21,0,21,0,0,0,0,1,SI,SUB GERENCIA DE MEDIO AMBIENTE Y SALUBRIDAD ATM,47910.50,13,1,13
CUE-06530,APURIMAC,AYMARAES,YANACA,2022,SEM-I,NILO NAZARIO TORRES,56,7,7,,,0,0,0,0,0,SI,,,5,,0
CUE-06531,AMAZONAS,BONGARA,JAZAN,2022,SEM-I,DANIEL GUIOP HUAMAN,11,11,11,1,10,0,1,1,0,0,SI,SUB GERENCIA DE FIZCALIZACION AMBIENTAL,10000.00,10,0,0
CUE-06533,LIMA,CANTA,CANTA,2022,SEM-I,VICTOR ANGEL QUIJADA HILARIO,3,3,3,0,3,0,0,0,0,0,SI,SGDUYOT,751.00,3,1,1
CUE-06534,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,2022,SEM-I,ELMER GODOY VILA,14,10,10,0,10,2,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS PUBLICOS,50.00,15,0,0
CUE-06535,AMAZONAS,BAGUA,COPALLIN,2022,SEM-I,ELIAS FERNANDEZ ARISTA,41,25,12,0,12,13,1,1,0,0,SI,UNIDAD DE DESARROLLO URBANO Y RURAL,104300.00,13,0,0
CUE-06536,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,2022,SEM-I,KENI ROY PINEDO MORI,14,14,10,0,10,4,0,0,0,0,SI,MUNICIPAL,0.00,11,0,11
CUE-06537,PUNO,PUNO,PLATERIA,2022,SEM-I,EUSTACIO ALCA PACHO,70,21,23,0,23,2,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONÓMICO Y MEDIO AMBIENTE,37035.00,10,0,0
CUE-06539,AMAZONAS,BAGUA,EL PARCO,2022,SEM-I,AMARU JAIRO TELLO VASQUEZ TELLO,10,10,5,0,5,5,0,0,0,0,SI,DIRECCIÓN DE SERVICIOS PÚBLICOS Y COMUNALES,71980.00,4,0,0
CUE-06540,LIMA,YAUYOS,CARANIA,2022,SEM-I,TOMAS MENDOZA Juan Carlos,23,2,2,0,2,0,0,0,0,0,SI,DESARROLLO SOCIAL,2500.00,0,0,0
CUE-06541,CUSCO,ACOMAYO,MOSOC LLACTA,2022,SEM-I,ISAAC ESPINOZA ANARPUMA,16,8,5,0,8,3,0,0,0,0,SI,OFICINA DE SANEAMIENTO BÁSICO AMBIENTAL,55000.00,3,1,1
CUE-06542,ICA,NAZCA,EL INGENIO,2022,SEM-I,Carlos Manuel   CABRERA  GUTIERREZ,41,14,14,22,14,3,0,0,0,0,SI,Sub Gerencia de  Desarrollo  Urbano  y  Rural,15000.00,1,0,0
CUE-06543,AYACUCHO,LUCANAS,CARMEN SALCEDO,2022,SEM-I,FILIBERTO ALCIDES CANALES AGUILAR,3,3,3,0,3,1,0,0,0,0,SI,SUB GERENCIA DE MEDIO AMBIENTE Y FISCALIZACIÓN,1000.00,1,0,0
CUE-06544,AYACUCHO,LA MAR,ANCO,2022,SEM-I,ALEJANDRO CLEMENTE RONDINEL QUINTA,43,39,39,0,39,0,1,0,0,0,SI,GERENCIA DE DESARROLLO ECONOMICO LOCAL Y AMBIENTAL,55000.00,20,3,0
CUE-06545,AMAZONAS,BAGUA,IMAZA,2022,SEM-I,CELIO CASTAÑEDA MONTENEGRO,98,165,98,0,38,3,0,0,0,0,SI,GERENCIA AMBIENTAL,191900.00,88,0,0
CUE-06546,LIMA,YAUYOS,HUANGASCAR,2022,SEM-I,PERCY CLEVER MENESES HUAMAN,2,0,0,0,0,0,0,0,0,0,SI,UNIDAD DE DESARROLLO ECONOMICO SOCIAL MEDIO AMBIENTE Y TURISMO,14700.00,0,0,0
CUE-06547,LIMA,YAUYOS,TANTA,2022,SEM-I,CELESTINA VICTORIA REYES YSLA,11,1,1,0,1,0,0,0,0,0,SI,AREA DE DESARROLLO SOCIAL,30400.00,0,0,0
CUE-06548,AMAZONAS,UTCUBAMBA,CUMBA,2022,SEM-I,ELVIS ROBERT RAMOS GUEVARA,66,29,26,3,26,0,0,0,0,0,SI,GERENCIA MUNICIPAL,16250.00,26,0,0
CUE-06549,SAN MARTIN,LAMAS,PINTO RECODO,2022,SEM-I,Pepe Antonio Terrones Tantalean,44,24,24,10,14,0,0,0,0,0,SI,Dirección de servicios públicos,169000.00,20,4,10
CUE-06550,AMAZONAS,BAGUA,ARAMANGO,2022,SEM-I,NILDER RUBIO LOZANO,53,53,53,0,53,6,2,2,0,0,SI,GERENTE DE DESARROLLO ECONÓMICO Y AMBIENTAL,102106.00,53,0,1
CUE-06551,AMAZONAS,UTCUBAMBA,CAJARURO,2022,SEM-I,HILDEBRANDO TINEO DIAZ,110,100,75,25,75,38,3,3,0,0,SI,EQUIPO DE SERVICIOS DE SANEAMIENTO,370000.00,58,5,10
CUE-06552,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,2022,SEM-I,ROGER WILLIAM SANTA CRUZ FLORES,31,9,9,0,9,2,0,0,0,6,SI,ÁREA TÉCNICA MUNICIPAL,0.00,9,0,0
CUE-06553,JUNIN,JAUJA,LLOCLLAPAMPA,2022,SEM-I,FREDY ZACARIAS  TORRES,1,1,1,0,0,0,0,0,0,0,SI,GERENCIA DE OBRAS,3500.00,1,,1
CUE-06554,JUNIN,CONCEPCION,MATAHUASI,2022,SEM-I,WALTER JAIME BASALDUA MORAN,13,13,13,0,13,11,1,1,0,0,SI,SUB GERENCIA DE SERVICIOS PUBLICOS LOCALES Y DESARROLLO ECONOMICO Y SOCIAL,7972.00,2,1,0
CUE-06555,LIMA,YAUYOS,OMAS,2022,SEM-I,WALTER DUBER PONCE FERNANDEZ,1,1,1,0,1,0,0,0,0,0,SI,ATM,49800.00,2,0,0
CUE-06557,LAMBAYEQUE,CHICLAYO,SANTA ROSA,2022,SEM-I,AUGUSTO SIPION BARRIOS,2,0,0,1,0,0,0,0,0,0,SI,USBGERENCIA DE OBRAS Y DESARROLLO URBANO,0.00,0,,0
CUE-06558,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,2022,SEM-I,ALAN GARCÍA PEREZ,120,60,60,0,60,8,0,0,0,0,SI,GERENCIA DE DESARROLLO AMBIENTAL,110.00,60,0,0
